rep_id,k,signal_mode,beta,n_cluster_rows,n_signal_clusters,shbeta_total,shbeta_weighted_within,shbeta_between,hric_ss_between,hric_ss_within,hric_ss_total,hric_manova_F,hric_r2_between,shbeta_abs_diff
3,12,Both,0.25,12,12,0.37161751456403,0.367498725026742,0.00411878953728774,0.964790495567813,86.0833683851128,87.0481588806806,1.09329885900547,0.0110230290615462,0.0197955795209438
4,12,Both,0.25,12,12,0.370191943357599,0.366026441276261,0.0041655020813382,0.975732501250709,85.7384987683519,86.7142312696026,1.11603724853817,0.0112553872231751,0.0180663130664986
5,12,Both,0.25,12,12,0.372797814890824,0.368360306195597,0.00443750869522646,1.03944767616683,86.2851862530436,87.3246339292105,1.18154300774672,0.0119083586418489,0.0181360222330295
6,12,Both,0.25,12,12,0.370041979139947,0.365751190678567,0.00429078846138009,1.00507974213161,85.6740237185465,86.6791034606781,1.14870995162946,0.0115776839389277,0.020611646835646
7,12,Both,0.25,12,12,0.36713425139615,0.362762167475732,0.0043720839204185,1.0241224937709,84.9738711249216,85.9979936186925,1.1806809208043,0.0118910177538677,0.01492710431481
8,12,Both,0.25,12,12,0.367340029367212,0.363309380849875,0.00403064851733618,0.944144231040566,85.1020510811057,86.0461953121463,1.09246296382242,0.0110142252285774,0.0121892132864709
9,12,Both,0.25,12,12,0.370202531614491,0.366087209869593,0.00411532174489796,0.963978195471391,85.7527332808816,86.716711476353,1.10337035055536,0.0111291362510912,0.0185002313300614
10,12,Both,0.25,12,12,0.368153859412479,0.364056957814191,0.00409690159828865,0.959663436920435,85.2771644592833,86.2368278962038,1.10064035648002,0.0110992276024723,0.0185424168859418
11,12,Both,0.25,12,12,0.371628518806309,0.367619447507766,0.00400907129854226,0.939089955888919,86.1116465724878,87.0507365283767,1.0666118592435,0.010764068216379,0.0168530299004845
12,12,Both,0.25,12,12,0.371280206008464,0.367538186880084,0.0037420191283803,0.876535316167591,86.0926119797895,86.969147295957,0.998971887346925,0.0100849317380356,0.0150017027501825
