"k","signal_mode","beta","signal_cluster","cluster_n_otus_template","method","power","n_nonmissing"
4,"abundance",0.75,2,154,"jaccard",0.04,100
4,"abundance",0.8,2,154,"AHC_euclidean",0.91,100
4,"abundance",0.8,2,154,"ILR_euclidean_pc0.01",0.09,100
4,"abundance",0.8,2,154,"ILR_euclidean_pc0.1",0.14,100
4,"abundance",0.8,2,154,"ILR_euclidean_pc0.5",0.21,100
4,"abundance",0.8,2,154,"ILR_euclidean_pc1",0.25,100
4,"abundance",0.8,2,154,"aitchison",0.2,100
4,"abundance",0.8,2,154,"aitchison_pc0.01",0.1,100
4,"abundance",0.8,2,154,"aitchison_pc0.1",0.12,100
4,"abundance",0.8,2,154,"aitchison_pc1",0.23,100
4,"abundance",0.8,2,154,"bray",0.93,100
4,"abundance",0.8,2,154,"euclidean",0.64,100
4,"abundance",0.8,2,154,"jaccard",0.05,100
4,"abundance",0.85,2,154,"AHC_euclidean",0.95,100
4,"abundance",0.85,2,154,"ILR_euclidean_pc0.01",0.1,100
4,"abundance",0.85,2,154,"ILR_euclidean_pc0.1",0.14,100
4,"abundance",0.85,2,154,"ILR_euclidean_pc0.5",0.18,100
4,"abundance",0.85,2,154,"ILR_euclidean_pc1",0.3,100
4,"abundance",0.85,2,154,"aitchison",0.18,100
4,"abundance",0.85,2,154,"aitchison_pc0.01",0.09,100
4,"abundance",0.85,2,154,"aitchison_pc0.1",0.13,100
4,"abundance",0.85,2,154,"aitchison_pc1",0.3,100
4,"abundance",0.85,2,154,"bray",1,100
4,"abundance",0.85,2,154,"euclidean",0.72,100
4,"abundance",0.85,2,154,"jaccard",0.04,100
4,"abundance",0.9,2,154,"AHC_euclidean",0.99,100
4,"abundance",0.9,2,154,"ILR_euclidean_pc0.01",0.11,100
4,"abundance",0.9,2,154,"ILR_euclidean_pc0.1",0.2,100
4,"abundance",0.9,2,154,"ILR_euclidean_pc0.5",0.3,100
4,"abundance",0.9,2,154,"ILR_euclidean_pc1",0.41,100
4,"abundance",0.9,2,154,"aitchison",0.33,100
4,"abundance",0.9,2,154,"aitchison_pc0.01",0.08,100
4,"abundance",0.9,2,154,"aitchison_pc0.1",0.18,100
4,"abundance",0.9,2,154,"aitchison_pc1",0.41,100
4,"abundance",0.9,2,154,"bray",0.98,100
4,"abundance",0.9,2,154,"euclidean",0.82,100
4,"abundance",0.9,2,154,"jaccard",0.07,100
4,"abundance",0.95,2,154,"AHC_euclidean",0.94,100
4,"abundance",0.95,2,154,"ILR_euclidean_pc0.01",0.09,100
4,"abundance",0.95,2,154,"ILR_euclidean_pc0.1",0.13,100
4,"abundance",0.95,2,154,"ILR_euclidean_pc0.5",0.23,100
4,"abundance",0.95,2,154,"ILR_euclidean_pc1",0.37,100
4,"abundance",0.95,2,154,"aitchison",0.25,100
4,"abundance",0.95,2,154,"aitchison_pc0.01",0.09,100
4,"abundance",0.95,2,154,"aitchison_pc0.1",0.13,100
4,"abundance",0.95,2,154,"aitchison_pc1",0.36,100
4,"abundance",0.95,2,154,"bray",0.97,100
4,"abundance",0.95,2,154,"euclidean",0.82,100
4,"abundance",0.95,2,154,"jaccard",0.08,100
4,"abundance",1,2,154,"AHC_euclidean",0.98,100
4,"abundance",1,2,154,"ILR_euclidean_pc0.01",0.14,100
4,"abundance",1,2,154,"ILR_euclidean_pc0.1",0.21,100
4,"abundance",1,2,154,"ILR_euclidean_pc0.5",0.46,100
4,"abundance",1,2,154,"ILR_euclidean_pc1",0.57,100
4,"abundance",1,2,154,"aitchison",0.44,100
4,"abundance",1,2,154,"aitchison_pc0.01",0.13,100
4,"abundance",1,2,154,"aitchison_pc0.1",0.21,100
4,"abundance",1,2,154,"aitchison_pc1",0.6,100
4,"abundance",1,2,154,"bray",1,100
4,"abundance",1,2,154,"euclidean",0.85,100
4,"abundance",1,2,154,"jaccard",0.04,100
4,"both",0.05,2,154,"AHC_euclidean",0.06,100
4,"both",0.05,2,154,"ILR_euclidean_pc0.01",0.05,100
4,"both",0.05,2,154,"ILR_euclidean_pc0.1",0.04,100
4,"both",0.05,2,154,"ILR_euclidean_pc0.5",0.04,100
4,"both",0.05,2,154,"ILR_euclidean_pc1",0.05,100
4,"both",0.05,2,154,"aitchison",0.04,100
4,"both",0.05,2,154,"aitchison_pc0.01",0.05,100
4,"both",0.05,2,154,"aitchison_pc0.1",0.05,100
4,"both",0.05,2,154,"aitchison_pc1",0.04,100
4,"both",0.05,2,154,"bray",0.02,100
4,"both",0.05,2,154,"euclidean",0.03,100
4,"both",0.05,2,154,"jaccard",0.04,100
4,"both",0.1,2,154,"AHC_euclidean",0.06,100
4,"both",0.1,2,154,"ILR_euclidean_pc0.01",0.02,100
4,"both",0.1,2,154,"ILR_euclidean_pc0.1",0.03,100
4,"both",0.1,2,154,"ILR_euclidean_pc0.5",0.05,100
4,"both",0.1,2,154,"ILR_euclidean_pc1",0.05,100
4,"both",0.1,2,154,"aitchison",0.04,100
4,"both",0.1,2,154,"aitchison_pc0.01",0.01,100
4,"both",0.1,2,154,"aitchison_pc0.1",0.03,100
4,"both",0.1,2,154,"aitchison_pc1",0.05,100
4,"both",0.1,2,154,"bray",0.06,100
4,"both",0.1,2,154,"euclidean",0.1,100
4,"both",0.1,2,154,"jaccard",0.01,100
4,"both",0.15,2,154,"AHC_euclidean",0.06,100
4,"both",0.15,2,154,"ILR_euclidean_pc0.01",0.09,100
4,"both",0.15,2,154,"ILR_euclidean_pc0.1",0.11,100
4,"both",0.15,2,154,"ILR_euclidean_pc0.5",0.09,100
4,"both",0.15,2,154,"ILR_euclidean_pc1",0.1,100
4,"both",0.15,2,154,"aitchison",0.11,100
4,"both",0.15,2,154,"aitchison_pc0.01",0.1,100
4,"both",0.15,2,154,"aitchison_pc0.1",0.11,100
4,"both",0.15,2,154,"aitchison_pc1",0.1,100
4,"both",0.15,2,154,"bray",0.07,100
4,"both",0.15,2,154,"euclidean",0.05,100
4,"both",0.15,2,154,"jaccard",0.07,100
4,"both",0.2,2,154,"AHC_euclidean",0.07,100
4,"both",0.2,2,154,"ILR_euclidean_pc0.01",0.14,100
4,"both",0.2,2,154,"ILR_euclidean_pc0.1",0.16,100
4,"both",0.2,2,154,"ILR_euclidean_pc0.5",0.15,100
4,"both",0.2,2,154,"ILR_euclidean_pc1",0.16,100
4,"both",0.2,2,154,"aitchison",0.16,100
4,"both",0.2,2,154,"aitchison_pc0.01",0.13,100
4,"both",0.2,2,154,"aitchison_pc0.1",0.16,100
4,"both",0.2,2,154,"aitchison_pc1",0.15,100
4,"both",0.2,2,154,"bray",0.09,100
4,"both",0.2,2,154,"euclidean",0.08,100
4,"both",0.2,2,154,"jaccard",0.12,100
4,"both",0.25,2,154,"AHC_euclidean",0.17,100
4,"both",0.25,2,154,"ILR_euclidean_pc0.01",0.12,100
4,"both",0.25,2,154,"ILR_euclidean_pc0.1",0.17,100
4,"both",0.25,2,154,"ILR_euclidean_pc0.5",0.18,100
4,"both",0.25,2,154,"ILR_euclidean_pc1",0.18,100
4,"both",0.25,2,154,"aitchison",0.18,100
4,"both",0.25,2,154,"aitchison_pc0.01",0.14,100
4,"both",0.25,2,154,"aitchison_pc0.1",0.15,100
4,"both",0.25,2,154,"aitchison_pc1",0.19,100
4,"both",0.25,2,154,"bray",0.17,100
4,"both",0.25,2,154,"euclidean",0.17,100
4,"both",0.25,2,154,"jaccard",0.08,100
4,"both",0.3,2,154,"AHC_euclidean",0.29,100
4,"both",0.3,2,154,"ILR_euclidean_pc0.01",0.25,100
4,"both",0.3,2,154,"ILR_euclidean_pc0.1",0.27,100
4,"both",0.3,2,154,"ILR_euclidean_pc0.5",0.32,100
4,"both",0.3,2,154,"ILR_euclidean_pc1",0.34,100
4,"both",0.3,2,154,"aitchison",0.31,100
4,"both",0.3,2,154,"aitchison_pc0.01",0.24,100
4,"both",0.3,2,154,"aitchison_pc0.1",0.28,100
4,"both",0.3,2,154,"aitchison_pc1",0.36,100
4,"both",0.3,2,154,"bray",0.23,100
4,"both",0.3,2,154,"euclidean",0.11,100
4,"both",0.3,2,154,"jaccard",0.19,100
4,"both",0.35,2,154,"AHC_euclidean",0.39,100
4,"both",0.35,2,154,"ILR_euclidean_pc0.01",0.43,100
4,"both",0.35,2,154,"ILR_euclidean_pc0.1",0.47,100
4,"both",0.35,2,154,"ILR_euclidean_pc0.5",0.48,100
4,"both",0.35,2,154,"ILR_euclidean_pc1",0.53,100
4,"both",0.35,2,154,"aitchison",0.49,100
4,"both",0.35,2,154,"aitchison_pc0.01",0.42,100
4,"both",0.35,2,154,"aitchison_pc0.1",0.46,100
4,"both",0.35,2,154,"aitchison_pc1",0.51,100
4,"both",0.35,2,154,"bray",0.29,100
4,"both",0.35,2,154,"euclidean",0.13,100
4,"both",0.35,2,154,"jaccard",0.4,100
4,"both",0.4,2,154,"AHC_euclidean",0.57,100
4,"both",0.4,2,154,"ILR_euclidean_pc0.01",0.65,100
4,"both",0.4,2,154,"ILR_euclidean_pc0.1",0.71,100
4,"both",0.4,2,154,"ILR_euclidean_pc0.5",0.73,100
4,"both",0.4,2,154,"ILR_euclidean_pc1",0.78,100
4,"both",0.4,2,154,"aitchison",0.74,100
4,"both",0.4,2,154,"aitchison_pc0.01",0.65,100
4,"both",0.4,2,154,"aitchison_pc0.1",0.69,100
4,"both",0.4,2,154,"aitchison_pc1",0.76,100
4,"both",0.4,2,154,"bray",0.5,100
4,"both",0.4,2,154,"euclidean",0.23,100
4,"both",0.4,2,154,"jaccard",0.51,100
4,"both",0.45,2,154,"AHC_euclidean",0.77,100
4,"both",0.45,2,154,"ILR_euclidean_pc0.01",0.77,100
4,"both",0.45,2,154,"ILR_euclidean_pc0.1",0.82,100
4,"both",0.45,2,154,"ILR_euclidean_pc0.5",0.88,100
4,"both",0.45,2,154,"ILR_euclidean_pc1",0.87,100
4,"both",0.45,2,154,"aitchison",0.87,100
4,"both",0.45,2,154,"aitchison_pc0.01",0.77,100
4,"both",0.45,2,154,"aitchison_pc0.1",0.84,100
4,"both",0.45,2,154,"aitchison_pc1",0.89,100
4,"both",0.45,2,154,"bray",0.72,100
4,"both",0.45,2,154,"euclidean",0.25,100
4,"both",0.45,2,154,"jaccard",0.62,100
4,"both",0.5,2,154,"AHC_euclidean",0.88,100
4,"both",0.5,2,154,"ILR_euclidean_pc0.01",0.95,100
4,"both",0.5,2,154,"ILR_euclidean_pc0.1",0.96,100
4,"both",0.5,2,154,"ILR_euclidean_pc0.5",0.98,100
4,"both",0.5,2,154,"ILR_euclidean_pc1",0.99,100
4,"both",0.5,2,154,"aitchison",0.97,100
4,"both",0.5,2,154,"aitchison_pc0.01",0.94,100
4,"both",0.5,2,154,"aitchison_pc0.1",0.95,100
4,"both",0.5,2,154,"aitchison_pc1",0.99,100
4,"both",0.5,2,154,"bray",0.78,100
4,"both",0.5,2,154,"euclidean",0.3,100
4,"both",0.5,2,154,"jaccard",0.85,100
4,"both",0.55,2,154,"AHC_euclidean",0.93,100
4,"both",0.55,2,154,"ILR_euclidean_pc0.01",0.97,100
4,"both",0.55,2,154,"ILR_euclidean_pc0.1",0.98,100
4,"both",0.55,2,154,"ILR_euclidean_pc0.5",0.99,100
4,"both",0.55,2,154,"ILR_euclidean_pc1",0.99,100
4,"both",0.55,2,154,"aitchison",0.99,100
4,"both",0.55,2,154,"aitchison_pc0.01",0.97,100
4,"both",0.55,2,154,"aitchison_pc0.1",0.99,100
4,"both",0.55,2,154,"aitchison_pc1",1,100
4,"both",0.55,2,154,"bray",0.87,100
4,"both",0.55,2,154,"euclidean",0.36,100
4,"both",0.55,2,154,"jaccard",0.88,100
4,"both",0.6,2,154,"AHC_euclidean",0.98,100
4,"both",0.6,2,154,"ILR_euclidean_pc0.01",0.98,100
4,"both",0.6,2,154,"ILR_euclidean_pc0.1",0.99,100
4,"both",0.6,2,154,"ILR_euclidean_pc0.5",1,100
4,"both",0.6,2,154,"ILR_euclidean_pc1",1,100
4,"both",0.6,2,154,"aitchison",1,100
4,"both",0.6,2,154,"aitchison_pc0.01",0.97,100
4,"both",0.6,2,154,"aitchison_pc0.1",0.99,100
4,"both",0.6,2,154,"aitchison_pc1",1,100
4,"both",0.6,2,154,"bray",0.93,100
4,"both",0.6,2,154,"euclidean",0.51,100
4,"both",0.6,2,154,"jaccard",0.96,100
4,"both",0.65,2,154,"AHC_euclidean",1,100
4,"both",0.65,2,154,"ILR_euclidean_pc0.01",1,100
4,"both",0.65,2,154,"ILR_euclidean_pc0.1",1,100
4,"both",0.65,2,154,"ILR_euclidean_pc0.5",1,100
4,"both",0.65,2,154,"ILR_euclidean_pc1",1,100
4,"both",0.65,2,154,"aitchison",1,100
4,"both",0.65,2,154,"aitchison_pc0.01",1,100
4,"both",0.65,2,154,"aitchison_pc0.1",1,100
4,"both",0.65,2,154,"aitchison_pc1",1,100
4,"both",0.65,2,154,"bray",0.99,100
4,"both",0.65,2,154,"euclidean",0.46,100
4,"both",0.65,2,154,"jaccard",0.99,100
4,"both",0.7,2,154,"AHC_euclidean",1,100
4,"both",0.7,2,154,"ILR_euclidean_pc0.01",1,100
4,"both",0.7,2,154,"ILR_euclidean_pc0.1",1,100
4,"both",0.7,2,154,"ILR_euclidean_pc0.5",1,100
4,"both",0.7,2,154,"ILR_euclidean_pc1",1,100
4,"both",0.7,2,154,"aitchison",1,100
4,"both",0.7,2,154,"aitchison_pc0.01",1,100
4,"both",0.7,2,154,"aitchison_pc0.1",1,100
4,"both",0.7,2,154,"aitchison_pc1",1,100
4,"both",0.7,2,154,"bray",0.99,100
4,"both",0.7,2,154,"euclidean",0.6,100
4,"both",0.7,2,154,"jaccard",1,100
4,"both",0.75,2,154,"AHC_euclidean",1,100
4,"both",0.75,2,154,"ILR_euclidean_pc0.01",1,100
4,"both",0.75,2,154,"ILR_euclidean_pc0.1",1,100
4,"both",0.75,2,154,"ILR_euclidean_pc0.5",1,100
4,"both",0.75,2,154,"ILR_euclidean_pc1",1,100
4,"both",0.75,2,154,"aitchison",1,100
4,"both",0.75,2,154,"aitchison_pc0.01",1,100
4,"both",0.75,2,154,"aitchison_pc0.1",1,100
4,"both",0.75,2,154,"aitchison_pc1",1,100
4,"both",0.75,2,154,"bray",0.99,100
4,"both",0.75,2,154,"euclidean",0.58,100
4,"both",0.75,2,154,"jaccard",1,100
4,"both",0.8,2,154,"AHC_euclidean",1,100
4,"both",0.8,2,154,"ILR_euclidean_pc0.01",1,100
4,"both",0.8,2,154,"ILR_euclidean_pc0.1",1,100
4,"both",0.8,2,154,"ILR_euclidean_pc0.5",1,100
4,"both",0.8,2,154,"ILR_euclidean_pc1",1,100
4,"both",0.8,2,154,"aitchison",1,100
4,"both",0.8,2,154,"aitchison_pc0.01",1,100
4,"both",0.8,2,154,"aitchison_pc0.1",1,100
4,"both",0.8,2,154,"aitchison_pc1",1,100
4,"both",0.8,2,154,"bray",1,100
4,"both",0.8,2,154,"euclidean",0.74,100
4,"both",0.8,2,154,"jaccard",1,100
4,"both",0.85,2,154,"AHC_euclidean",1,100
4,"both",0.85,2,154,"ILR_euclidean_pc0.01",1,100
4,"both",0.85,2,154,"ILR_euclidean_pc0.1",1,100
4,"both",0.85,2,154,"ILR_euclidean_pc0.5",1,100
4,"both",0.85,2,154,"ILR_euclidean_pc1",1,100
4,"both",0.85,2,154,"aitchison",1,100
4,"both",0.85,2,154,"aitchison_pc0.01",1,100
4,"both",0.85,2,154,"aitchison_pc0.1",1,100
4,"both",0.85,2,154,"aitchison_pc1",1,100
4,"both",0.85,2,154,"bray",1,100
4,"both",0.85,2,154,"euclidean",0.77,100
4,"both",0.85,2,154,"jaccard",1,100
4,"both",0.9,2,154,"AHC_euclidean",1,100
4,"both",0.9,2,154,"ILR_euclidean_pc0.01",1,100
4,"both",0.9,2,154,"ILR_euclidean_pc0.1",1,100
4,"both",0.9,2,154,"ILR_euclidean_pc0.5",1,100
4,"both",0.9,2,154,"ILR_euclidean_pc1",1,100
4,"both",0.9,2,154,"aitchison",1,100
4,"both",0.9,2,154,"aitchison_pc0.01",1,100
4,"both",0.9,2,154,"aitchison_pc0.1",1,100
4,"both",0.9,2,154,"aitchison_pc1",1,100
4,"both",0.9,2,154,"bray",1,100
4,"both",0.9,2,154,"euclidean",0.86,100
4,"both",0.9,2,154,"jaccard",1,100
4,"both",0.95,2,154,"AHC_euclidean",1,100
4,"both",0.95,2,154,"ILR_euclidean_pc0.01",1,100
4,"both",0.95,2,154,"ILR_euclidean_pc0.1",1,100
4,"both",0.95,2,154,"ILR_euclidean_pc0.5",1,100
4,"both",0.95,2,154,"ILR_euclidean_pc1",1,100
4,"both",0.95,2,154,"aitchison",1,100
4,"both",0.95,2,154,"aitchison_pc0.01",1,100
4,"both",0.95,2,154,"aitchison_pc0.1",1,100
4,"both",0.95,2,154,"aitchison_pc1",1,100
4,"both",0.95,2,154,"bray",1,100
4,"both",0.95,2,154,"euclidean",0.89,100
4,"both",0.95,2,154,"jaccard",1,100
4,"both",1,2,154,"AHC_euclidean",1,100
4,"both",1,2,154,"ILR_euclidean_pc0.01",1,100
4,"both",1,2,154,"ILR_euclidean_pc0.1",1,100
4,"both",1,2,154,"ILR_euclidean_pc0.5",1,100
4,"both",1,2,154,"ILR_euclidean_pc1",1,100
4,"both",1,2,154,"aitchison",1,100
4,"both",1,2,154,"aitchison_pc0.01",1,100
4,"both",1,2,154,"aitchison_pc0.1",1,100
4,"both",1,2,154,"aitchison_pc1",1,100
4,"both",1,2,154,"bray",1,100
4,"both",1,2,154,"euclidean",0.92,100
4,"both",1,2,154,"jaccard",1,100
4,"prevalence",0.05,2,154,"AHC_euclidean",0.02,100
4,"prevalence",0.05,2,154,"ILR_euclidean_pc0.01",0.04,100
4,"prevalence",0.05,2,154,"ILR_euclidean_pc0.1",0.03,100
4,"prevalence",0.05,2,154,"ILR_euclidean_pc0.5",0.03,100
4,"prevalence",0.05,2,154,"ILR_euclidean_pc1",0.03,100
4,"prevalence",0.05,2,154,"aitchison",0.03,100
4,"prevalence",0.05,2,154,"aitchison_pc0.01",0.04,100
4,"prevalence",0.05,2,154,"aitchison_pc0.1",0.03,100
4,"prevalence",0.05,2,154,"aitchison_pc1",0.04,100
4,"prevalence",0.05,2,154,"bray",0.02,100
4,"prevalence",0.05,2,154,"euclidean",0,100
4,"prevalence",0.05,2,154,"jaccard",0.06,100
4,"prevalence",0.1,2,154,"AHC_euclidean",0.02,100
4,"prevalence",0.1,2,154,"ILR_euclidean_pc0.01",0.07,100
4,"prevalence",0.1,2,154,"ILR_euclidean_pc0.1",0.07,100
4,"prevalence",0.1,2,154,"ILR_euclidean_pc0.5",0.07,100
4,"prevalence",0.1,2,154,"ILR_euclidean_pc1",0.08,100
4,"prevalence",0.1,2,154,"aitchison",0.07,100
4,"prevalence",0.1,2,154,"aitchison_pc0.01",0.07,100
4,"prevalence",0.1,2,154,"aitchison_pc0.1",0.06,100
4,"prevalence",0.1,2,154,"aitchison_pc1",0.08,100
4,"prevalence",0.1,2,154,"bray",0.03,100
4,"prevalence",0.1,2,154,"euclidean",0.02,100
4,"prevalence",0.1,2,154,"jaccard",0.05,100
4,"prevalence",0.15,2,154,"AHC_euclidean",0.06,100
4,"prevalence",0.15,2,154,"ILR_euclidean_pc0.01",0.06,100
4,"prevalence",0.15,2,154,"ILR_euclidean_pc0.1",0.06,100
4,"prevalence",0.15,2,154,"ILR_euclidean_pc0.5",0.06,100
4,"prevalence",0.15,2,154,"ILR_euclidean_pc1",0.07,100
4,"prevalence",0.15,2,154,"aitchison",0.06,100
4,"prevalence",0.15,2,154,"aitchison_pc0.01",0.06,100
4,"prevalence",0.15,2,154,"aitchison_pc0.1",0.07,100
4,"prevalence",0.15,2,154,"aitchison_pc1",0.07,100
4,"prevalence",0.15,2,154,"bray",0.06,100
4,"prevalence",0.15,2,154,"euclidean",0.04,100
4,"prevalence",0.15,2,154,"jaccard",0.06,100
4,"prevalence",0.2,2,154,"AHC_euclidean",0.07,100
4,"prevalence",0.2,2,154,"ILR_euclidean_pc0.01",0.11,100
4,"prevalence",0.2,2,154,"ILR_euclidean_pc0.1",0.12,100
4,"prevalence",0.2,2,154,"ILR_euclidean_pc0.5",0.13,100
4,"prevalence",0.2,2,154,"ILR_euclidean_pc1",0.11,100
4,"prevalence",0.2,2,154,"aitchison",0.12,100
4,"prevalence",0.2,2,154,"aitchison_pc0.01",0.1,100
4,"prevalence",0.2,2,154,"aitchison_pc0.1",0.13,100
4,"prevalence",0.2,2,154,"aitchison_pc1",0.13,100
4,"prevalence",0.2,2,154,"bray",0.08,100
4,"prevalence",0.2,2,154,"euclidean",0.06,100
4,"prevalence",0.2,2,154,"jaccard",0.14,100
4,"prevalence",0.25,2,154,"AHC_euclidean",0.07,100
4,"prevalence",0.25,2,154,"ILR_euclidean_pc0.01",0.06,100
4,"prevalence",0.25,2,154,"ILR_euclidean_pc0.1",0.09,100
4,"prevalence",0.25,2,154,"ILR_euclidean_pc0.5",0.08,100
4,"prevalence",0.25,2,154,"ILR_euclidean_pc1",0.08,100
4,"prevalence",0.25,2,154,"aitchison",0.07,100
4,"prevalence",0.25,2,154,"aitchison_pc0.01",0.07,100
4,"prevalence",0.25,2,154,"aitchison_pc0.1",0.09,100
4,"prevalence",0.25,2,154,"aitchison_pc1",0.07,100
4,"prevalence",0.25,2,154,"bray",0.05,100
4,"prevalence",0.25,2,154,"euclidean",0.05,100
4,"prevalence",0.25,2,154,"jaccard",0.11,100
4,"prevalence",0.3,2,154,"AHC_euclidean",0.07,100
4,"prevalence",0.3,2,154,"ILR_euclidean_pc0.01",0.18,100
4,"prevalence",0.3,2,154,"ILR_euclidean_pc0.1",0.19,100
4,"prevalence",0.3,2,154,"ILR_euclidean_pc0.5",0.2,100
4,"prevalence",0.3,2,154,"ILR_euclidean_pc1",0.19,100
4,"prevalence",0.3,2,154,"aitchison",0.18,100
4,"prevalence",0.3,2,154,"aitchison_pc0.01",0.22,100
4,"prevalence",0.3,2,154,"aitchison_pc0.1",0.18,100
4,"prevalence",0.3,2,154,"aitchison_pc1",0.18,100
4,"prevalence",0.3,2,154,"bray",0.08,100
4,"prevalence",0.3,2,154,"euclidean",0.03,100
4,"prevalence",0.3,2,154,"jaccard",0.28,100
4,"prevalence",0.35,2,154,"AHC_euclidean",0.07,100
4,"prevalence",0.35,2,154,"ILR_euclidean_pc0.01",0.35,100
4,"prevalence",0.35,2,154,"ILR_euclidean_pc0.1",0.35,100
4,"prevalence",0.35,2,154,"ILR_euclidean_pc0.5",0.32,100
4,"prevalence",0.35,2,154,"ILR_euclidean_pc1",0.26,100
4,"prevalence",0.35,2,154,"aitchison",0.29,100
4,"prevalence",0.35,2,154,"aitchison_pc0.01",0.34,100
4,"prevalence",0.35,2,154,"aitchison_pc0.1",0.34,100
4,"prevalence",0.35,2,154,"aitchison_pc1",0.31,100
4,"prevalence",0.35,2,154,"bray",0.05,100
4,"prevalence",0.35,2,154,"euclidean",0.06,100
4,"prevalence",0.35,2,154,"jaccard",0.42,100
4,"prevalence",0.4,2,154,"AHC_euclidean",0.09,100
4,"prevalence",0.4,2,154,"ILR_euclidean_pc0.01",0.49,100
4,"prevalence",0.4,2,154,"ILR_euclidean_pc0.1",0.46,100
4,"prevalence",0.4,2,154,"ILR_euclidean_pc0.5",0.39,100
4,"prevalence",0.4,2,154,"ILR_euclidean_pc1",0.38,100
4,"prevalence",0.4,2,154,"aitchison",0.39,100
4,"prevalence",0.4,2,154,"aitchison_pc0.01",0.49,100
4,"prevalence",0.4,2,154,"aitchison_pc0.1",0.46,100
4,"prevalence",0.4,2,154,"aitchison_pc1",0.36,100
4,"prevalence",0.4,2,154,"bray",0.06,100
4,"prevalence",0.4,2,154,"euclidean",0.04,100
4,"prevalence",0.4,2,154,"jaccard",0.6,100
4,"prevalence",0.45,2,154,"AHC_euclidean",0.12,100
4,"prevalence",0.45,2,154,"ILR_euclidean_pc0.01",0.59,100
4,"prevalence",0.45,2,154,"ILR_euclidean_pc0.1",0.58,100
4,"prevalence",0.45,2,154,"ILR_euclidean_pc0.5",0.57,100
4,"prevalence",0.45,2,154,"ILR_euclidean_pc1",0.51,100
4,"prevalence",0.45,2,154,"aitchison",0.56,100
4,"prevalence",0.45,2,154,"aitchison_pc0.01",0.61,100
4,"prevalence",0.45,2,154,"aitchison_pc0.1",0.58,100
4,"prevalence",0.45,2,154,"aitchison_pc1",0.51,100
4,"prevalence",0.45,2,154,"bray",0.08,100
4,"prevalence",0.45,2,154,"euclidean",0.05,100
4,"prevalence",0.45,2,154,"jaccard",0.65,100
4,"prevalence",0.5,2,154,"AHC_euclidean",0.09,100
4,"prevalence",0.5,2,154,"ILR_euclidean_pc0.01",0.69,100
4,"prevalence",0.5,2,154,"ILR_euclidean_pc0.1",0.65,100
4,"prevalence",0.5,2,154,"ILR_euclidean_pc0.5",0.6,100
4,"prevalence",0.5,2,154,"ILR_euclidean_pc1",0.56,100
4,"prevalence",0.5,2,154,"aitchison",0.58,100
4,"prevalence",0.5,2,154,"aitchison_pc0.01",0.7,100
4,"prevalence",0.5,2,154,"aitchison_pc0.1",0.65,100
4,"prevalence",0.5,2,154,"aitchison_pc1",0.57,100
4,"prevalence",0.5,2,154,"bray",0.07,100
4,"prevalence",0.5,2,154,"euclidean",0.04,100
4,"prevalence",0.5,2,154,"jaccard",0.82,100
4,"prevalence",0.55,2,154,"AHC_euclidean",0.18,100
4,"prevalence",0.55,2,154,"ILR_euclidean_pc0.01",0.92,100
4,"prevalence",0.55,2,154,"ILR_euclidean_pc0.1",0.9,100
4,"prevalence",0.55,2,154,"ILR_euclidean_pc0.5",0.85,100
4,"prevalence",0.55,2,154,"ILR_euclidean_pc1",0.8,100
4,"prevalence",0.55,2,154,"aitchison",0.83,100
4,"prevalence",0.55,2,154,"aitchison_pc0.01",0.91,100
4,"prevalence",0.55,2,154,"aitchison_pc0.1",0.86,100
4,"prevalence",0.55,2,154,"aitchison_pc1",0.82,100
4,"prevalence",0.55,2,154,"bray",0.12,100
4,"prevalence",0.55,2,154,"euclidean",0.04,100
4,"prevalence",0.55,2,154,"jaccard",0.96,100
4,"prevalence",0.6,2,154,"AHC_euclidean",0.19,100
4,"prevalence",0.6,2,154,"ILR_euclidean_pc0.01",0.95,100
4,"prevalence",0.6,2,154,"ILR_euclidean_pc0.1",0.93,100
4,"prevalence",0.6,2,154,"ILR_euclidean_pc0.5",0.92,100
4,"prevalence",0.6,2,154,"ILR_euclidean_pc1",0.91,100
4,"prevalence",0.6,2,154,"aitchison",0.92,100
4,"prevalence",0.6,2,154,"aitchison_pc0.01",0.96,100
4,"prevalence",0.6,2,154,"aitchison_pc0.1",0.92,100
4,"prevalence",0.6,2,154,"aitchison_pc1",0.91,100
4,"prevalence",0.6,2,154,"bray",0.12,100
4,"prevalence",0.6,2,154,"euclidean",0.07,100
4,"prevalence",0.6,2,154,"jaccard",0.98,100
4,"prevalence",0.65,2,154,"AHC_euclidean",0.24,100
4,"prevalence",0.65,2,154,"ILR_euclidean_pc0.01",0.97,100
4,"prevalence",0.65,2,154,"ILR_euclidean_pc0.1",0.97,100
4,"prevalence",0.65,2,154,"ILR_euclidean_pc0.5",0.95,100
4,"prevalence",0.65,2,154,"ILR_euclidean_pc1",0.94,100
4,"prevalence",0.65,2,154,"aitchison",0.94,100
4,"prevalence",0.65,2,154,"aitchison_pc0.01",0.97,100
4,"prevalence",0.65,2,154,"aitchison_pc0.1",0.97,100
4,"prevalence",0.65,2,154,"aitchison_pc1",0.94,100
4,"prevalence",0.65,2,154,"bray",0.17,100
4,"prevalence",0.65,2,154,"euclidean",0.08,100
4,"prevalence",0.65,2,154,"jaccard",1,100
4,"prevalence",0.7,2,154,"AHC_euclidean",0.2,100
