"Taxon","total_count","prevalence_n","prevalence_fraction","mean_relative_abundance","Kingdom","Phylum","Class","Order","Family","Genus"
"HQ673550.1.1502",455,35,0.202312138728324,9.44068055936759e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","uncultured"
"HQ673561.1.1467",82,33,0.190751445086705,1.66956262810461e-05,"Bacteria","Cyanobacteria","ML635J-21","uncultured",NA,NA
"HQ673581.1.1458",344,27,0.15606936416185,7.206695697468e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","ZD0405","uncultured"
"HQ673582.1.1452",266,34,0.196531791907514,5.68909770203302e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"HQ673599.1.1527",442,30,0.173410404624277,8.95027802349293e-05,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"HQ673603.1.1499",135,51,0.294797687861272,3.27467745301686e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Coxiella"
"HQ673612.1.1520",824,52,0.300578034682081,0.000167896784532658,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"HQ673618.1.1427",1150,47,0.271676300578035,0.000232112060484823,"Bacteria","Acidobacteria","Subgroup",NA,NA,NA
"HQ673625.1.1258",934,93,0.53757225433526,0.000201606782209899,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"HQ673626.1.1434",953,83,0.479768786127168,0.000199228035539378,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"HQ673633.1.1513",90,26,0.15028901734104,2.0109717156414e-05,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"HQ673637.1.1401",728,47,0.271676300578035,0.000150800734750702,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Rhodopirellula"
"HQ673640.1.1501",255,38,0.219653179190751,5.12304927572561e-05,"Bacteria","Verrucomicrobia","Opitutae","MB11C04",NA,NA
"HQ673642.1.1465",950,91,0.526011560693642,0.000197787535870353,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"HQ673644.1.1523",432,48,0.277456647398844,9.53065274754145e-05,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"HQ673647.1.1492",215,31,0.179190751445087,4.5983321907795e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","NS2b"
"HQ673648.1.1464",1475,34,0.196531791907514,0.000299176380312918,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","uncultured",NA
"HQ673657.1.1518",271,64,0.369942196531792,5.71315186037856e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured"
"HQ673669.1.1435",2269,132,0.763005780346821,0.000502794328346058,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"HQ673674.1.1475",260,48,0.277456647398844,5.43656911966346e-05,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"HQ673679.1.1448",122,27,0.15606936416185,2.39291947896534e-05,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Sva0996",NA
"HQ673682.1.1487",1863,119,0.687861271676301,0.000487247007397202,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","NS9",NA
"HQ673685.1.1461",525,31,0.179190751445087,0.000110069760312866,"Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Salinisphaeraceae","ZD0417"
"HQ673686.1.1458",71,20,0.115606936416185,1.60219577867628e-05,"Bacteria","Acidobacteria","Solibacteres","Solibacterales","Solibacteraceae",NA
"HQ673707.1.1277",340,43,0.248554913294798,6.66264981114039e-05,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"HQ673710.1.1445",491,74,0.427745664739884,0.000103854772533178,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"HQ673719.1.1437",1450,79,0.456647398843931,0.000304494134232513,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"HQ673722.1.1451",113,26,0.15028901734104,2.37981388578838e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"HQ673726.1.1522",531,64,0.369942196531792,0.000106636876804983,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"HQ673728.1.1445",109,28,0.161849710982659,2.20420524247122e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","PS1",NA
"HQ673729.1.1504",121,27,0.15606936416185,2.5163823745135e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","JL-ETNP-Y6","uncultured"
"HQ673734.1.1524",1723,40,0.23121387283237,0.000340465198799829,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"HQ673737.1.1489",446,44,0.254335260115607,0.000122012119014557,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"HQ673759.1.1491",663,102,0.589595375722543,0.00016389026660383,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","NS9",NA
"HQ673764.1.1437",2422,91,0.526011560693642,0.000504592673920259,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"HQ673767.1.1523",163,31,0.179190751445087,3.39922465403003e-05,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"HQ673768.1.1485",119,38,0.219653179190751,2.6819380598352e-05,"Bacteria","Nitrospinae","Nitrospinia","Nitrospinales","Nitrospinaceae","Nitrospina"
"HQ673776.1.1505",530,70,0.404624277456647,0.000111408018832753,"Bacteria","Proteobacteria","AEGEAN-245","uncultured",NA,NA
"HQ673783.1.1490",62,30,0.173410404624277,1.3064016215e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","OM27"
"HQ673788.1.1405",805,63,0.364161849710983,0.000212145885797242,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"HQ673789.1.1528",3528,39,0.225433526011561,0.000733201175260622,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"HQ673800.1.1486",72,18,0.104046242774566,1.77551451151241e-05,"Bacteria","Nitrospinae","Nitrospinia","Nitrospinales","Nitrospinaceae","uncultured"
"HQ673801.1.1443",796,97,0.560693641618497,0.000166259803574151,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"HQ673814.1.1447",921,102,0.589595375722543,0.000196064837829763,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"HQ673817.1.1452",1168,122,0.705202312138728,0.000258019593245412,"Bacteria","Nitrospinae","Nitrospinia","Nitrospinales","Nitrospinaceae","Nitrospina"
"HQ673826.1.1508",2350,105,0.606936416184971,0.000507404706264102,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"HQ673831.1.1519",114,26,0.15028901734104,2.22560445562425e-05,"Bacteria","Planctomycetes","BD7-11","uncultured",NA,NA
"HQ673832.1.1521",921,95,0.549132947976879,0.000193292584034898,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"HQ673841.1.1523",166,38,0.219653179190751,3.30565884254114e-05,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"HQ673842.1.1462",226,34,0.196531791907514,4.94058603225522e-05,"Bacteria","Nitrospinae","Nitrospinia","Nitrospinales","Nitrospinaceae","Nitrospina"
"HQ673846.1.1521",1357,51,0.294797687861272,0.000292688979953877,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"HQ673850.1.1513",708,65,0.375722543352601,0.000148176542254755,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"HQ673852.1.1461",333,102,0.589595375722543,7.96669313228579e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","OM27"
"HQ673863.1.1457",567,84,0.485549132947977,0.000119648248818796,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"HQ673864.1.1444",482,66,0.38150289017341,9.9945183353215e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"HQ673868.1.1495",123,28,0.161849710982659,2.72656955152688e-05,"Bacteria","Nitrospinae","Nitrospinia","Nitrospinales","Nitrospinaceae","uncultured"
"HQ673871.1.1511",729,82,0.473988439306358,0.000152234292657837,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"HQ673877.1.1507",3107,114,0.658959537572254,0.000696683526223964,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"HQ673891.1.1502",96,47,0.271676300578035,2.29302527363207e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","JL-ETNP-Y6","uncultured"
"HQ673907.1.1519",135,33,0.190751445086705,3.99267275411108e-05,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"HQ673908.1.1463",1692,104,0.601156069364162,0.00037153344609293,"Bacteria","Proteobacteria","Deltaproteobacteria","SAR324",NA,NA
"HQ673914.1.1446",210,84,0.485549132947977,4.79110628457523e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"HQ673917.1.1512",901,45,0.260115606936416,0.000194726148428879,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"HQ673921.1.1487",142,34,0.196531791907514,3.11609048646749e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","SAR324",NA,NA
"HQ673922.1.1510",78,27,0.15606936416185,1.65196883684625e-05,"Bacteria","Acidobacteria","Subgroup",NA,NA,NA
"HQ673928.1.1502",217,51,0.294797687861272,5.1142059272513e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","uncultured"
"HQ673932.1.1438",719,85,0.491329479768786,0.000160501995953936,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"HQ673933.1.1491",504,34,0.196531791907514,9.80701742501643e-05,"Bacteria","Planctomycetes","Pla4",NA,NA,NA
"HQ673936.1.1513",413,48,0.277456647398844,8.51700766417178e-05,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"HQ673940.1.1483",351,50,0.289017341040462,7.74058570392468e-05,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","uncultured"
"HQ673946.1.1447",1796,102,0.589595375722543,0.000379684161028106,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"HQ673958.1.1430",1436,90,0.520231213872832,0.000297666530841107,"Bacteria","Proteobacteria","Gammaproteobacteria","E01-9C-26",NA,NA
"HQ673966.1.1436",446,65,0.375722543352601,9.44277653728243e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"HQ673968.1.1448",524,85,0.491329479768786,0.000119293757487272,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"HQ673977.1.1436",619,151,0.872832369942196,0.000150407070022778,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"HQ673981.1.1518",56,18,0.104046242774566,1.16892030981268e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","uncultured"
"HQ673984.1.1259",662,82,0.473988439306358,0.000147439845756152,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"HQ673986.1.1506",73,25,0.144508670520231,1.54300850928902e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","JL-ETNP-Y6","uncultured"
"HQ673990.1.1462",95,24,0.138728323699422,2.09360163272444e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured"
"HQ673994.1.1476",389,36,0.208092485549133,9.1341911423881e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","SAR324",NA,NA
"HQ674015.1.1522",1067,34,0.196531791907514,0.000212246123534679,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"HQ674021.1.1520",67,29,0.167630057803468,1.3753369624003e-05,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"HQ674022.1.1509",414,40,0.23121387283237,8.3873851917533e-05,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"HQ674024.1.1511",137,41,0.236994219653179,3.04261069081483e-05,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"HQ674029.1.1449",136,33,0.190751445086705,2.89878707992479e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","SAR324",NA,NA
"HQ674034.1.1517",963,73,0.421965317919075,0.000199348958504998,"Bacteria","Proteobacteria","AEGEAN-245","uncultured",NA,NA
"HQ674035.1.1522",493,66,0.38150289017341,0.00010230048623245,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"HQ674039.1.1470",678,55,0.317919075144509,0.000143851909337296,"Bacteria","Verrucomicrobia","Arctic97B-4",NA,NA,NA
"HQ674045.1.1445",911,58,0.335260115606936,0.000188511437605232,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","ZD0405","uncultured"
"HQ674047.1.1445",729,78,0.450867052023121,0.000155661369796584,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"HQ674058.1.1501",1150,121,0.699421965317919,0.000273023320280119,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria",NA,NA
"HQ674065.1.1483",195,48,0.277456647398844,4.15015293309006e-05,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Lentimicrobiaceae","uncultured"
"HQ674077.1.1446",1809,130,0.751445086705202,0.000421527468676012,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"HQ674084.1.1465",397,36,0.208092485549133,9.30769780549798e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured"
"HQ674089.1.1437",226,71,0.410404624277457,5.80613572181706e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"HQ674104.1.1522",1723,66,0.38150289017341,0.000354162029975061,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"HQ674106.1.1463",162,35,0.202312138728324,3.55517056073655e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured"
"HQ674118.1.1512",246,32,0.184971098265896,6.6738634615774e-05,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"HQ674119.1.1519",862,98,0.566473988439306,0.000191510238534839,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","uncultured"
"HQ674120.1.1448",527,78,0.450867052023121,0.000118112456480391,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"HQ674127.1.1481",477,62,0.358381502890173,9.78563683442638e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","NS9",NA
"HQ674131.1.1447",770,71,0.410404624277457,0.000155843066541703,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"HQ674158.1.1489",726,35,0.202312138728324,0.00014461463555136,"Bacteria","Planctomycetes","Pla4",NA,NA,NA
"HQ674163.1.1495",2429,57,0.329479768786127,0.000486937087366837,"Bacteria","Proteobacteria","Deltaproteobacteria","SAR324",NA,NA
"HQ674170.1.1504",1188,132,0.763005780346821,0.000315496911873066,"Bacteria","Verrucomicrobia","Opitutae","MB11C04",NA,NA
"HQ674171.1.1513",445,57,0.329479768786127,9.3453953530909e-05,"Bacteria","Acidobacteria","Subgroup",NA,NA,NA
"HQ674175.1.1527",613,43,0.248554913294798,0.000127178611021872,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","OM27"
"HQ674182.1.1517",1185,68,0.393063583815029,0.000259706821086035,"Bacteria","Proteobacteria","Gammaproteobacteria","E01-9C-26",NA,NA
"HQ674186.1.1519",913,93,0.53757225433526,0.00019640358158171,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"HQ674189.1.1476",1353,67,0.38728323699422,0.00028339003556092,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Sva0996",NA
"HQ674190.1.1453",143,32,0.184971098265896,3.3703974443123e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured"
"HQ674196.1.1512",811,85,0.491329479768786,0.000177791929068502,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"HQ674203.1.1520",109,58,0.335260115606936,2.60091435602738e-05,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"HQ674206.1.1463",100,29,0.167630057803468,2.10295374893853e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured"
"HQ674207.1.1447",930,66,0.38150289017341,0.000194935913138475,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"HQ674211.1.1482",147,31,0.179190751445087,3.13821392467997e-05,"Bacteria","Nitrospinae","Nitrospinia","Nitrospinales","Nitrospinaceae","Nitrospina"
"HQ674219.1.1452",541,86,0.497109826589595,0.000111961728720317,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"HQ674222.1.1525",3148,45,0.260115606936416,0.000643013921038449,"Bacteria","Gemmatimonadetes","BD2-11",NA,NA,NA
"HQ674232.1.1463",4119,84,0.485549132947977,0.000822092660738846,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"HQ674234.1.1446",647,71,0.410404624277457,0.000140381711997625,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"HQ674237.1.1523",149,27,0.15606936416185,3.30593060439583e-05,"Bacteria","Gemmatimonadetes","BD2-11",NA,NA,NA
"HQ674244.1.1436",598,45,0.260115606936416,0.00012598525963972,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"HQ674247.1.1492",54,25,0.144508670520231,1.11484950468939e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","NS7",NA
"HQ674255.1.1433",1338,102,0.589595375722543,0.000287323925777271,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"HQ674261.1.1518",562,32,0.184971098265896,0.000118005189912857,"Bacteria","Proteobacteria","Gammaproteobacteria","E01-9C-26",NA,NA
"HQ674271.1.1518",335,32,0.184971098265896,6.88290742212942e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","E01-9C-26",NA,NA
"HQ674275.1.1513",107,21,0.121387283236994,2.21532881584381e-05,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"HQ674277.1.1464",53,24,0.138728323699422,1.1094638490503e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured"
"HQ674279.1.1515",152,27,0.15606936416185,3.24667800280091e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","JL-ETNP-Y6","uncultured"
"HQ674293.1.1495",824,41,0.236994219653179,0.000174481395122565,"Bacteria","Nitrospinae","Nitrospinia","Nitrospinales","Nitrospinaceae","Nitrospina"
"HQ674297.1.1437",2066,124,0.716763005780347,0.000435710255936281,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"HQ674301.1.1476",1210,44,0.254335260115607,0.000254927888239444,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"HQ674321.1.1438",1370,115,0.664739884393064,0.000301680186751826,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"HQ674324.1.1485",2321,142,0.820809248554913,0.000542703433645425,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","NS9",NA
"HQ674331.1.1495",86,45,0.260115606936416,1.83052120193465e-05,"Bacteria","Cyanobacteria","ML635J-21","uncultured",NA,NA
"HQ674334.1.1520",594,87,0.502890173410405,0.000123331804081984,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"HQ674338.1.1510",488,44,0.254335260115607,0.000105828204852914,"Bacteria","Verrucomicrobia","Arctic97B-4",NA,NA,NA
"HQ674351.1.1457",320,82,0.473988439306358,7.54145859903002e-05,"Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","CL500-3"
"HQ674362.1.1486",168,29,0.167630057803468,3.52399518461206e-05,"Bacteria","Chloroflexi","TK10","uncultured",NA,NA
"HQ674392.1.1465",139,31,0.179190751445087,3.00406461343035e-05,"Bacteria","Proteobacteria","SPOTSOCT00m83","uncultured",NA,NA
"HQ674432.1.1463",248,28,0.161849710982659,5.07663959965081e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","AT-s3-44","uncultured"
"HQ674437.1.1436",933,97,0.560693641618497,0.000200715189359119,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"HQ674443.1.1456",720,80,0.46242774566474,0.000213377199782331,"Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","CL500-3"
"HQ674446.1.1499",361,20,0.115606936416185,7.44860891120432e-05,"Bacteria","Acidobacteria","Subgroup",NA,NA,NA
"HQ674471.1.1528",161,30,0.173410404624277,3.20529449788469e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","NB1-j","uncultured",NA
"HQ674473.1.1523",154,34,0.196531791907514,3.33719668090076e-05,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"HQ674477.1.1519",113,27,0.15606936416185,2.45886528071075e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","NB1-j","uncultured",NA
"HQ674478.1.1448",1472,132,0.763005780346821,0.000317906854771257,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","AEGEAN-169"
"HQ674482.1.1462",755,30,0.173410404624277,0.000171216818101738,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured"
"HQ674485.1.1499",891,63,0.364161849710983,0.000178089801716475,"Bacteria","Verrucomicrobia","Opitutae","MB11C04",NA,NA
"HQ674497.1.1485",1503,50,0.289017341040462,0.000329301024339274,"Bacteria","Nitrospinae","Nitrospinia","Nitrospinales","Nitrospinaceae","Nitrospina"
"HQ674538.1.1512",90,27,0.15606936416185,2.19918101345453e-05,"Bacteria","Acidobacteria","Subgroup",NA,NA,NA
"HQ674556.1.1522",278,53,0.30635838150289,5.78697636602183e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","uncultured"
"HQ674579.1.1521",1764,47,0.271676300578035,0.000364826480950174,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"HQ674580.1.1507",75,36,0.208092485549133,1.64527161001433e-05,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","uncultured","uncultured"
"HQ674589.1.1519",175,47,0.271676300578035,3.65044380177392e-05,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"HQ674591.1.1522",79,21,0.121387283236994,1.70476361840098e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","NB1-j","uncultured",NA
"HQ674599.1.1508",230,40,0.23121387283237,4.81257278524615e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","Bradymonadales","uncultured",NA
"HQ674602.1.1513",172,30,0.173410404624277,3.90655658642707e-05,"Bacteria","Planctomycetes","OM190","uncultured",NA,NA
"HQ674603.1.1520",2753,123,0.710982658959538,0.000657731653627844,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"HQ674611.1.1447",171,40,0.23121387283237,3.33584096459197e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"HQ674619.1.1540",517,40,0.23121387283237,0.000109003140544129,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"HQ686042.108.1520",56,18,0.104046242774566,1.08781816862805e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium"
"HQ687828.1.1216",771,63,0.364161849710983,0.000161064218209415,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","AEGEAN-169"
"HQ687838.1.1203",55,28,0.161849710982659,1.65495640336368e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas"
"HQ687841.1.1216",214,61,0.352601156069364,4.89324209721488e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","E01-9C-26",NA,NA
"HQ687843.1.1251",1465,94,0.543352601156069,0.000317820410342532,"Bacteria","Proteobacteria","Deltaproteobacteria","SAR324",NA,NA
"HQ687851.1.1224",279,30,0.173410404624277,7.34273017672967e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas"
"HQ687877.1.1204",110,26,0.15028901734104,2.81020186261595e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas"
"HQ691997.1.1360",101,34,0.196531791907514,3.01125452854562e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","uncultured"
"HQ692013.1.1382",79,44,0.254335260115607,1.90768941152319e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","NS9",NA
"HQ697790.1.1470",61,35,0.202312138728324,1.26677601341012e-05,"Bacteria","Proteobacteria","SPOTSOCT00m83","uncultured",NA,NA
"HQ721393.1.1411",253,50,0.289017341040462,5.22140575659593e-05,"Bacteria","PAUC34f","uncultured",NA,NA,NA
"HQ721422.1.1452",76,21,0.121387283236994,1.63052207885786e-05,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"HQ727616.1.1520",148,31,0.179190751445087,3.00259283304075e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","uncultured","uncultured"
"HQ729977.1.1375",421,85,0.491329479768786,9.60750651675785e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","NS9",NA
"HQ730000.1.1340",139,25,0.144508670520231,3.91922405235668e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured"
"HQ730063.1.1357",528,37,0.213872832369942,0.000125239466546937,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","NS10"
"HQ857673.1.1427",67,29,0.167630057803468,1.8030491499678e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Parvularculales","Parvularculaceae","uncultured"
"JENA01000091.1052.2515",411,46,0.265895953757225,9.16629223933224e-05,"Bacteria","Cyanobacteria","Cyanobacteria","SubsectionI","FamilyI","uncultured"
"JF261520.1.1433",76,22,0.127167630057803,1.67028686276306e-05,"Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","uncultured"
"JF266048.1.1321",71,18,0.104046242774566,1.32881820737985e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Parasphingopyxis"
"JF272073.1.1512",165,32,0.184971098265896,4.54730632709138e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","Bradymonadales","uncultured",NA
"JF272187.1.1495",416,84,0.485549132947977,0.0001062560224777,"Bacteria","Proteobacteria","Gammaproteobacteria","KI89A",NA,NA
"JF272219.1.1501",142,20,0.115606936416185,2.77093638508228e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","uncultured","uncultured",NA
"JF272231.1.1496",565,69,0.398843930635838,0.000139083223163605,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Agaribacter"
"JF313015.1.1403",98,23,0.132947976878613,2.13891832933564e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Jejudonia"
"JF344195.1.1499",84,19,0.109826589595376,1.5749692232357e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","uncultured","uncultured",NA
"JF344264.1.1506",53,31,0.179190751445087,1.16854347569895e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","uncultured"
