"Taxon","total_count","prevalence_n","prevalence_fraction","mean_relative_abundance","Kingdom","Phylum","Class","Order","Family","Genus"
"JF421185.1.1456",58,21,0.121387283236994,1.36760739048008e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","T9d","uncultured"
"JF421214.1.1484",1103,62,0.358381502890173,0.000301710562517915,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","uncultured"
"JF451306.1.1461",63,28,0.161849710982659,1.82003109414901e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured"
"JF451312.1.1484",383,54,0.312138728323699,9.51889276634026e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","NS10"
"JF698761.1.1613",372,20,0.115606936416185,9.5995009067365e-05,"Eukaryota","SAR","Stramenopiles","Ochrophyta","Diatomea","Bacillariophytina"
"JF698777.1.1620",347,22,0.127167630057803,9.27549849566578e-05,"Eukaryota","SAR","Stramenopiles","Ochrophyta","Diatomea","Bacillariophytina"
"JF703353.1.1412",69,35,0.202312138728324,1.3817086117553e-05,"Bacteria","Proteobacteria","SPOTSOCT00m83","uncultured",NA,NA
"JF703443.1.1438",59,33,0.190751445086705,1.23076895230148e-05,"Bacteria","Proteobacteria","Betaproteobacteria","Hydrogenophilales","Hydrogenophilaceae","uncultured"
"JF715311.1.918",414,47,0.271676300578035,8.6547442249975e-05,"Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine",NA
"JF715324.1.914",152,28,0.161849710982659,3.3492334162387e-05,"Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine",NA
"JF715374.1.917",450,54,0.312138728323699,9.34664470975467e-05,"Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine",NA
"JF727667.1.1493",57,22,0.127167630057803,1.30189737567304e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SS1-B-06-26","uncultured"
"JF727692.1.1507",222,38,0.219653179190751,4.9645476199807e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter"
"JF730845.1.1701",151,55,0.317919075144509,3.8948788412158e-05,"Eukaryota","Incertae",NA,NA,NA,NA
"JF747634.1.1509",50,20,0.115606936416185,1.07518786025952e-05,"Bacteria","Acidobacteria","Subgroup",NA,NA,NA
"JF747659.1.1515",182,24,0.138728323699422,3.92456478211045e-05,"Bacteria","Acidobacteria","Subgroup",NA,NA,NA
"JF790987.1.1777",87,19,0.109826589595376,2.10772775036445e-05,"Eukaryota","SAR","Stramenopiles","Ochrophyta","Diatomea","Bacillariophytina"
"JF790995.1.1777",51,27,0.15606936416185,1.18630881344245e-05,"Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","Syndiniales"
"JF791011.1.1777",142,36,0.208092485549133,3.2835993976298e-05,"Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","Syndiniales"
"JF791013.1.1777",161,53,0.30635838150289,3.66628051249974e-05,"Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","Syndiniales"
"JF791017.1.1777",53,29,0.167630057803468,1.45200990536388e-05,"Eukaryota","SAR","Alveolata","Dinoflagellata","Incertae",NA
"JF791018.1.1777",129,39,0.225433526011561,3.70893591735596e-05,"Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","Syndiniales"
"JF791021.1.1777",72,30,0.173410404624277,1.61953041992889e-05,"Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","Syndiniales"
"JF791030.1.1777",161,27,0.15606936416185,3.83028610384142e-05,"Eukaryota","Cryptophyceae","Cryptomonadales","Geminigera","Geminigera",NA
"JF791036.1.1777",86,51,0.294797687861272,2.37149171370869e-05,"Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","Syndiniales"
"JF791041.1.1777",388,84,0.485549132947977,0.000107522667601422,"Eukaryota","Picozoa","Picomonadida","Picomonadidae","Picomonas","uncultured"
"JF791043.1.1777",89,51,0.294797687861272,2.35413477991158e-05,"Eukaryota","SAR","Stramenopiles","Pirsonia",NA,NA
"JF791054.1.1777",61,25,0.144508670520231,1.5432840714818e-05,"Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","Syndiniales"
"JF791055.1.1777",95,41,0.236994219653179,2.65187108674729e-05,"Eukaryota","SAR","Alveolata","Dinoflagellata","Incertae",NA
"JF791064.1.1777",151,67,0.38728323699422,3.9185433340347e-05,"Eukaryota","Cryptophyceae","P1-31","uncultured",NA,NA
"JF791065.1.1777",165,37,0.213872832369942,3.78226490549602e-05,"Eukaryota","Cryptophyceae","P1-31","uncultured",NA,NA
"JF791074.1.1777",127,57,0.329479768786127,3.19769051220845e-05,"Eukaryota","SAR","Stramenopiles","MAST-3","MAST-3E","uncultured"
"JF791078.1.1777",70,30,0.173410404624277,1.63888041500899e-05,"Eukaryota","SAR","Alveolata","Ciliophora","Intramacronucleata","Litostomatea"
"JF791083.1.1777",51,19,0.109826589595376,1.04657777946168e-05,"Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","Syndiniales"
"JF791090.1.1777",152,28,0.161849710982659,3.63763924763616e-05,"Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Mamiellophyceae","Mamiellales"
"JF791091.1.1777",151,36,0.208092485549133,3.46314756532988e-05,"Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Mamiellophyceae","Mamiellales"
"JF791092.1.1777",210,54,0.312138728323699,5.64615320555836e-05,"Eukaryota","Haptophyta","Prymnesiophyceae","Prymnesiales","Chrysochromulina","uncultured"
"JF791094.1.1777",66,34,0.196531791907514,1.51089888976231e-05,"Eukaryota","Cryptophyceae","Kathablepharidae","Leucocryptos","Leucocryptos",NA
"JF809732.1.1370",178,25,0.144508670520231,4.1457088282596e-05,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"JF809737.1.1377",87,20,0.115606936416185,1.81901704055113e-05,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"JF809742.1.1368",52,19,0.109826589595376,1.20358754370034e-05,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"JF809773.1.1368",147,24,0.138728323699422,3.24123289429909e-05,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"JF824774.1.1447",164,20,0.115606936416185,3.52260046664082e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SAR116",NA
"JF826371.1.1600",265,38,0.219653179190751,6.65598659395719e-05,"Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","Syndiniales"
"JF826386.1.1609",111,36,0.208092485549133,3.06913954280222e-05,"Eukaryota","SAR","Alveolata","Dinoflagellata","Dinophyceae","uncultured"
"JF826393.1.1617",78,28,0.161849710982659,2.4415697444593e-05,"Eukaryota","SAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniphycidae"
"JF899875.1.1393",99,42,0.242774566473988,2.38551744747962e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Stappia"
"JF901752.1.1405",371,49,0.283236994219653,9.58304026444507e-05,"Bacteria","Cyanobacteria","Chloroplast","uncultured",NA,NA
"JF917228.1.1431",51,20,0.115606936416185,1.38229248109564e-05,"Bacteria","Cyanobacteria","Chloroplast","uncultured",NA,NA
"JF925023.1.1496",105,49,0.283236994219653,2.38185286112023e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Spongiibacteraceae","BD1-7"
"JF927220.1.1452",4830,62,0.358381502890173,0.00129712893939685,"Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Thiothrix"
"JF927224.1.1452",701,35,0.202312138728324,0.00018030344026039,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Planktomarina"
"JF927250.1.1497",128,41,0.236994219653179,3.29472943725954e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","OM75"
"JF927252.1.1417",219,25,0.144508670520231,5.49252616043251e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Planktomarina"
"JF927254.1.1428",227,56,0.323699421965318,5.89377976705526e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodovulum"
"JF927258.1.1473",111,18,0.104046242774566,4.26473426371624e-05,"Bacteria","Proteobacteria","ARKICE-90","uncultured",NA,NA
"JF927259.1.1500",403,43,0.248554913294798,0.000110078800505835,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Balneatrix"
"JF927260.1.1439",380,67,0.38728323699422,0.000106660446693116,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Balneatrix"
"JF927272.1.1487",2339,23,0.132947976878613,0.000575091270350737,"Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Porticoccaceae","SAR92"
"JN015204.1.1476",363,30,0.173410404624277,7.56026779864137e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","E01-9C-26",NA,NA
"JN018457.1.1392",776,57,0.329479768786127,0.000194596325739863,"Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","OM60(NOR5)"
"JN018523.1.931",241,41,0.236994219653179,5.2811636032941e-05,"Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine",NA
"JN018767.1.1353",865,47,0.271676300578035,0.000174259979952089,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"JN018772.1.1342",2280,141,0.815028901734104,0.000507459862292444,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"JN018781.1.1357",63,22,0.127167630057803,1.29191809932145e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured"
"JN018803.1.1343",950,120,0.69364161849711,0.000201368948422745,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","AEGEAN-169"
"JN018836.1.1368",119,28,0.161849710982659,2.38223334705739e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","OM27"
"JN018888.1.1414",554,40,0.23121387283237,0.000114279334460812,"Bacteria","Proteobacteria","Gammaproteobacteria","E01-9C-26",NA,NA
"JN018908.1.1363",446,30,0.173410404624277,9.62687933077333e-05,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"JN018915.1.1419",1996,50,0.289017341040462,0.000398246116020177,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"JN018921.1.1369",990,34,0.196531791907514,0.00020597823018132,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"JN018922.1.1342",1689,77,0.445086705202312,0.000397415039711072,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"JN018926.1.1363",162,43,0.248554913294798,3.47715259704149e-05,"Bacteria","Lentisphaerae","Lentisphaeria","Lentisphaerales","Lentisphaeraceae","Lentisphaera"
"JN018940.1.1341",1078,104,0.601156069364162,0.000227153816081338,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"JN018941.1.1391",211,50,0.289017341040462,5.30412526033616e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Porticoccaceae","SAR92"
"JN018970.1.1370",239,25,0.144508670520231,4.85035571362354e-05,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"JN018973.1.1384",184,63,0.364161849710983,3.6668160184919e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria",NA,NA
"JN018991.1.1360",648,71,0.410404624277457,0.000136757216230065,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured"
"JN020587.1.1530",216,36,0.208092485549133,4.68835744943702e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Salinisphaeraceae","Salinisphaera"
"JN022705.19324.20807",396,76,0.439306358381503,0.000101727706161913,"Bacteria","Cyanobacteria","Chloroplast","Emiliania",NA,NA
"JN023433.1.1479",71,30,0.173410404624277,1.50614129772811e-05,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","uncultured","uncultured"
"JN039300.49660.51190",101,22,0.127167630057803,3.20854519417355e-05,"Bacteria","Cyanobacteria","Chloroplast","Karlodinium",NA,NA
"JN090886.1.1796",433,59,0.341040462427746,0.00011712659395424,"Eukaryota","SAR","Stramenopiles","MAST-2","uncultured",NA
"JN098209.1.1536",50,27,0.15606936416185,1.36687927060748e-05,"Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","Syndiniales"
"JN113083.1.1450",209,49,0.283236994219653,6.07578067984747e-05,"Bacteria","Cyanobacteria","Cyanobacteria","SubsectionI","FamilyI","Prochlorococcus"
"JN117275.103960.105442",58,21,0.121387283236994,1.35804206402321e-05,"Bacteria","Cyanobacteria","Chloroplast","Phaeocystis",NA,NA
"JN119083.1.1496",264,48,0.277456647398844,6.82126664165583e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"JN119088.1.1496",1466,97,0.560693641618497,0.000366103393400223,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"JN119099.1.1514",299,36,0.208092485549133,9.64602961289192e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"JN119108.1.1255",66,27,0.15606936416185,1.8304941666546e-05,"Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Sva0996",NA
"JN166192.1.1464",651,95,0.549132947976879,0.000143355938669824,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","S25-593","uncultured"
"JN166197.1.1454",16288,75,0.433526011560694,0.00402173363399754,"Bacteria","Cyanobacteria","Chloroplast","uncultured",NA,NA
"JN166217.1.1521",2411,116,0.670520231213873,0.000518685770765945,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"JN166233.1.1526",1738,67,0.38728323699422,0.000335197358250626,"Bacteria","Gemmatimonadetes","BD2-11",NA,NA,NA
"JN166234.1.1473",361,27,0.15606936416185,7.0675116684849e-05,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Rhodopirellula"
"JN166240.1.1487",147,23,0.132947976878613,2.84438227303745e-05,"Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Trueperaceae","Truepera"
"JN166242.1.1516",166,46,0.265895953757225,3.48426545365901e-05,"Bacteria","Proteobacteria","SPOTSOCT00m83","uncultured",NA,NA
"JN166243.1.1480",984,45,0.260115606936416,0.000198985042903503,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Rhodopirellula"
"JN166245.1.1484",399,42,0.242774566473988,8.10011470070278e-05,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","uncultured"
"JN166254.1.1500",1253,63,0.364161849710983,0.000237927581126356,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","OM182",NA
"JN166266.1.1436",763,82,0.473988439306358,0.000158551150616551,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"JN166271.1.1481",2409,105,0.606936416184971,0.000596676173268108,"Bacteria","Verrucomicrobia","Arctic97B-4",NA,NA,NA
"JN166279.1.1485",620,31,0.179190751445087,0.000133823205912438,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"JN166296.1.1463",787,70,0.404624277456647,0.000157781075467361,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured"
"JN166299.1.1437",1639,95,0.549132947976879,0.000334104694076547,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"JN166309.1.1461",770,52,0.300578034682081,0.000133848624005402,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Magnetospira"
"JN166310.1.1517",622,39,0.225433526011561,0.000126255923787762,"Bacteria","Proteobacteria","Gammaproteobacteria","E01-9C-26",NA,NA
"JN166312.1.1437",660,49,0.283236994219653,0.000138942553748498,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"JN166320.1.1500",240,41,0.236994219653179,4.82205903330755e-05,"Bacteria","Verrucomicrobia","Opitutae","MB11C04",NA,NA
"JN166321.1.1503",719,71,0.410404624277457,0.000139023162363211,"Bacteria","Verrucomicrobia","Opitutae","MB11C04",NA,NA
"JN166331.1.1517",761,36,0.208092485549133,0.000147451266344193,"Bacteria","Acidobacteria","Subgroup",NA,NA,NA
"JN166332.1.1438",931,75,0.433526011560694,0.000194357157642367,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"JN166337.1.1461",1059,46,0.265895953757225,0.000191348112090707,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"JN166352.1.1461",160,35,0.202312138728324,3.50180791727664e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Sneathiellales","Sneathiellaceae","uncultured"
"JN166353.1.1462",262,37,0.213872832369942,5.4904411508618e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured"
"JN166355.1.1445",230,50,0.289017341040462,4.54718592898939e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"JN166364.1.1484",2382,68,0.393063583815029,0.000477014077294282,"Bacteria","Nitrospinae","Nitrospinia","Nitrospinales","Nitrospinaceae","uncultured"
"JN177586.1.1440",99,59,0.341040462427746,2.70316546941407e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"JN177587.1.1446",429,116,0.670520231213873,0.000120685602398635,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"JN177589.1.1443",742,37,0.213872832369942,0.000205326916905697,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Planktomarina"
"JN177592.1.1446",1199,37,0.213872832369942,0.000305353753241582,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Planktomarina"
"JN177608.1.1503",1644,33,0.190751445086705,0.000422477997002752,"Bacteria","Proteobacteria","Gammaproteobacteria","BD7-8",NA,NA
"JN177618.1.1495",3686,36,0.208092485549133,0.000952929446719151,"Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Porticoccaceae","SAR92"
"JN177660.1.1446",1370,156,0.901734104046243,0.000376472042566106,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"JN177682.1.1481",211,20,0.115606936416185,5.72996630358424e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","uncultured"
"JN177688.1.1445",3421,151,0.872832369942196,0.000853585483718971,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria",NA,NA
"JN177689.1.1428",74,18,0.104046242774566,2.02924639730307e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Planktomarina"
"JN177704.1.1454",174,25,0.144508670520231,5.19004963702941e-05,"Bacteria","Cyanobacteria","Chloroplast","uncultured",NA,NA
"JN177706.1.1481",239,23,0.132947976878613,5.90806572054111e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Polaribacter"
"JN177708.1.1509",484,47,0.271676300578035,0.000129804828469213,"Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae","OM43"
"JN207221.1.1447",251,31,0.179190751445087,5.94136551850083e-05,"Bacteria","Cyanobacteria","Chloroplast","Virgulinella",NA,NA
"JN230230.1.1473",153,23,0.132947976878613,3.9024137092517e-05,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","uncultured"
"JN233008.1.1443",69,25,0.144508670520231,1.73655479257235e-05,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Crocinitomix"
"JN233012.1.1386",173,62,0.358381502890173,4.38792143966212e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","uncultured"
"JN233037.1.1468",415,22,0.127167630057803,8.1007201016216e-05,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","uncultured"
"JN233054.1.1435",1666,33,0.190751445086705,0.000334312359899694,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"JN233072.1.1476",100,26,0.15028901734104,2.00833710935153e-05,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","VHS-B3-70","uncultured"
"JN233086.1.1389",77,30,0.173410404624277,1.650873351009e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Halovulum"
"JN233109.1.1434",161,20,0.115606936416185,3.33114425704072e-05,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetaceae","Planctomyces"
"JN233132.1.1477",1825,101,0.583815028901734,0.000437582835610388,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","uncultured"
"JN233133.1.1417",306,64,0.369942196531792,7.16332384775065e-05,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Thalassospira"
"JN233527.1.1440",8528,110,0.635838150289017,0.00177870174598069,"Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae","Marinoscillum"
"JN233626.1.1420",423,86,0.497109826589595,0.000105097839770513,"Bacteria","Cyanobacteria","ML635J-21","uncultured",NA,NA
